Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MN,2021,"5         ",Male,11,Ambidextrous,135,22,129,4,Bus,15,0.435,35,"Football (American)",1000,999,576,300,10000,10000,22,,60,59,"Index finger",March,Spring,No,No,Other,Milk,"Physical education",7,12,3,"Yes - broadband connection","Text messaging",8,7,5,0,0,2,5,1,0,0,2,2,1,1,None,"Graduate degree","Rap/Hip hop","Super strength",Healthy,Politician,"Arts, culture, sports"
USA,MN,2016,"12        ",Female,18,Right-Handed,162,22,161,1,Car,5,0.316,51,Other,422,567,524,642,759,866,23,"Left foot",70,75,"Ring finger",October,Fall,No,No,Soups,Juice,English,7,9,4,"Yes - broadband connection","Text messaging",100,75,10,0.5,21,14,4,0,7,14,14,6,9,4,Some,"Undergraduate degree",Country,Telepathy,Happy,Relative,Religious
USA,MN,2018,"9         ",Male,16,Ambidextrous,511,8,65,1,Car,7,12,60,Basketball,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"6         ",Male,11,Right-Handed,,35,15,15,Bus,803,0.411,51,Running/Jogging,69,61,23,35,54,12,35,"Right foot",17,12,"Ring finger",September,Summer,No,No,Pizza/Pasta,Milk,Science,800,930,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",10,20,10,3,4,10,10,10,10,9,10,10,10,8,Some,"Some college","Rap/Hip hop",Invisibility,Rich,Actor,Religious
USA,MN,2016,"11        ",Male,15,Right-Handed,173,29,168,1,Bus,40,0.333,27,Soccer,824,701,572,583,610,850,29,"Same length",93,101,"Ring finger",October,Summer,Yes,No,Desserts,Water,History,8,9,4,"Yes - other","Text messaging",50,40,25,0,12,8,15,6,0,6,12,3,0,3,Some,"Undergraduate degree","Rock and roll","Freeze time",Happy,Relative,"Wildlife, animals"
USA,MN,2018,"12        ",Female,17,Right-Handed,163,22,165,2,Car,35,0.641,44,Running/Jogging,1000,866,1000,936,535,904,22,"Same length",70,69,"Index finger",January,Winter,No,No,Breads/Sandwiches,Water,English,8,9,5,"Yes - other","In person",15,12,30,0,15,20,20,0,7,15,20,20,0,7,Some,"Undergraduate degree",Other,Invisibility,Happy,Relative,Religious
USA,MN,2020,"9         ",Female,15,Right-Handed,165.1,21.6,41.6,2,Bus,15,0.764,54,Basketball,1000,1000,1000,1000,1000,1000,21.6,"Same length",Idk,Idk,"Same length",January,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,9,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",8,10,4,1,2,3,1,1,3,3,3,4,0,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer",Health
USA,MN,2014,"6         ",Female,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Female,17,Right-Handed,158,22,152,1,Bus,30,15,.341,Dancing,600,500,200,300,800,1000,22,"Same length",71,71,"Same length",December,Fall,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",8,10,4,"Yes - other","Cell phone",0,0,10,1,7,30,1,0,1,1,30,7,0,4,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,MN,2018,"9         ",Male,14,Right-Handed,167,25,,1,Car,5,0.386,52,Basketball,1000,1000,1000,1000,508,658,25,"Same length",90,90,"Same length",October,Fall,No,No,Pizza/Pasta,Water,"Physical education",8,8,7,"Yes - broadband connection","In person",3,4,8,.5,.5,56,7,3,.5,1,4,0,0,.5,"Very little","Undergraduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Education/Youth development"
USA,MN,2018,"12        ",Female,17,Right-Handed,168,21,168,1,Car,10,.348,44,Golf,690,636,1000,904,503,700,21,"Same length",8,7.8,"Index finger",November,Fall,No,No,Pizza/Pasta,Water,"Social studies",5,7,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,26,5,1,20,3,3,3,20,10,25,9,28,3,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Religious
USA,MN,2016,"12        ",Male,20,Right-Handed,174,25,178,2,Bus,14,0.502,40,"Table Tennis",1000,500,500,500,700,1000,25,"Same length",75,79,"Ring finger",March,Summer,No,No,Breads/Sandwiches,Water,Languages,6,8,8,"Yes - broadband connection","Internet chat or instant messaging",0,0,0,1,2,4,3,10,1,1,11,0,0,1,"Very little","Some college",Pop,"Super strength",Happy,"Musician or singer",Environment
USA,MN,2014,"8         ",Male,13,Left-Handed,145,23,150,1,Car,20,.919,51,Basketball,10,74,50,54,12,123,23,"Same length",9,8,"Index finger",July,Summer,No,No,Fruit,Juice,"Physical education",8,10,3,"Yes - dial-up connection","Text messaging",20,20,3,0,0,4,6,9,5,2,12,3,00000,4,"A lot","Graduate degree",Other,"Super strength",Famous,"Sports person",Health
USA,MN,2018,"12        ",Male,18,Right-Handed,180,27,180,1,Car,27,0.356,50,Basketball,219,200,200,200,300,300,27,"Same length",95,95,"Same length",June,Summer,Yes,No,Meat,Water,History,8,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,40,10,1,5,6,20,0,5,2,30,0,30,1,Some,"Graduate degree",Pop,Fly,Happy,"Sports person",Religious
USA,MN,2018,"9         ",Female,14,Right-Handed,5,8.5,,1,Walk,3,36,46,Dancing,396,529,535,545,556,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rap/Hip hop",Telepathy,Happy,Relative,
USA,MN,2015,"12        ",Male,16,Right-Handed,179,9,7,1,Car,15,41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2013,"12        ",Female,17,Right-Handed,161,26,163,1,Bus,10,0.521,39,None,1000,900,1000,900,500,500,27,"Right foot",72,81,"Ring finger",March,Fall,Yes,No,Meat,Juice,,7,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,9,40,5,0,0,0,91,91,10,91,50,0,10,"A lot","Some college",Other,Telepathy,Happy,Relative,Health
USA,MN,2018,"9         ",Male,16,Left-Handed,164.,25.4,"96 ",1,Bus,20,4.58,70,"Football (American)",1000,1000,1000,1000,0,1000,10,"Right foot",20,24,"Ring finger",August,Summer,Yes,No,Desserts,Water,Art,6,4,3,"Yes - broadband connection","In person",4,3,6,9,0,3,2,8,1,6,0,5,2,8,Some,"High school","Rap/Hip hop",Fly,Rich,"Coach or club leader",Environment
USA,MN,2015,"12        ",Female,16,Right-Handed,181,29,171,1,Car,2,.4,40,Gymnastics,752,551,385,289,610,1000,29,"Same length",110,95,"Index finger",June,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,15,4,0,1,4,0,40,60,9,6,0,0,Some,"Some college","Rap/Hip hop",Fly,Rich,"Musician or singer","Wildlife, animals"
USA,MN,2013,"4         ",Female,10,Left-Handed,145,21,135,1,Car,10,0.891,46,Dancing,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2021,"5         ",Male,11,Right-Handed,130,20,130,1,Car,5,0.347,37,Gymnastics,100,500,123,0,1000,1000,18,"Right foot",100,90,"Index finger",January,Spring,Yes,No,Desserts,Water,"Mathematics and statistics",9.5,10,5,"Yes - broadband connection","Text messaging",3,0,3,2,6,2,16,10,2,1,10,5,0,1,"Very little","Graduate degree",Pop,Fly,Rich,"Sports person",Religious
USA,MN,2018,"9         ",Female,14,Right-Handed,170,,,1.5,Walk,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2023,"7         ",Male,13,Right-Handed,177,26,178.5,3,Car,35,.435,38,"Football (American)",277,800,500,800,100,500,26,"Same length",9.5,7.5,"Index finger",May,Spring,No,No,Seafood,"Sports drink","Physical education",7,9,4,"Yes - broadband connection","Internet chat or instant messaging",3,7,2,0,3,5,8,5,5,3,2,1,1,4,"A lot","Some college","Rap/Hip hop","Freeze time",Happy,"Sports person","Arts, culture, sports"
USA,MN,2021,"9         ",Female,14,Right-Handed,155,23,155,1,Walk,10,.339,58,Other,40,48,53,48,567,1000,20,"Same length",8,7.5,"Index finger",February,Winter,Yes,No,"Rice/Noodle dishes",Coffee,Art,7,10,5,"Yes - broadband connection","Internet chat or instant messaging",30,30,10,2,10,2,3,0,5,5,10,3,15,2,,,,,,,
USA,MN,2016,"11        ",Female,16,Right-Handed,61.2,26,,1,Car,16,0.374,30,"Martial Arts",5,3,2,5,4,1,26.1,"Same length",70,76,"Ring finger",March,Fall,No,No,"No favorite",Milk,Other,5,6,3,"Yes - other","Text messaging",100,100,8,1,15,2,0.5,2,1,6,4,4,0,1,"A lot","Some college","Heavy metal",Telepathy,Healthy,Actor,"Arts, culture, sports"
USA,MN,2017,"12        ",Male,17,Right-Handed,166,27,168,1,Car,5,.322,56,Swimming,700,600,900,500,300,750,27,"Same length",100,103,"Ring finger",April,Spring,No,No,Meat,Milk,"Mathematics and statistics",8,10,3,"Yes - broadband connection","Text messaging",5,5,6,.5,8,4,13,0,1,.5,5,.5,0,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Business person","Arts, culture, sports"
USA,MN,2014,"11        ",Male,16,Left-Handed,183,30,180,1,Bus,15,.385,39,Basketball,400,150,100,650,700,900,30,"Same length",4.65,4.64,"Index finger",June,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,9,.5,3,1,1,3,4,0,8,6,0,.5,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Actor,Health
USA,MN,2023,"10        ",Male,15,Right-Handed,177.9,28.9,181,1,Car,16,.319,36,Soccer,503,503,503,503,353,401,28.9,"Same length",71,76,"Ring finger",April,Fall,No,No,"No favorite",Water,History,8,8,2,"Yes - other","Text messaging",8,12,9,2,2,2,15,12,12,12,12,12,0,0,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,MN,2014,"7         ",Male,13,Right-Handed,158,25,170,1,Bus,30,,,Basketball,,,,,2,,26,"Left foot",95,90,"Index finger",April,Spring,Yes,No,Pizza/Pasta,Juice,"Physical education",8,8,7,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",30,29,,,,,8,,,,,,,,Some,"Less than high school","Rap/Hip hop","Super strength",Rich,Friend,"Arts, culture, sports"
USA,MN,2014,"11        ",Male,16,Left-Handed,172,32,63,1,Car,15,.327,40,"Hockey (Ice)",8,4,2,2,3,5,33,"Left foot",25,3,"Index finger",August,Summer,No,No,Meat,Water,"Physical education",8,6,4,"Yes - broadband connection","Text messaging",5,1,8,1,9,10,5,2,.3,2,5,3,20,3,Some,"Graduate degree",Country,Invisibility,Rich,"Coach or club leader","Wildlife, animals"
USA,MN,2021,"9         ",Female,14,Right-Handed,164,20,5,1,Bus,30,": 0.5",47,Other,30,20,0,0,90,1000,20,"Same length",3,"3 1/2",,August,Summer,No,No,Fruit,,Art,8,4,6,"Yes - other","Text messaging","a lot","a lot",10,100,-0,8,999,777,888,1000,99,999,999,888,Some,"High school",Country,"Freeze time",Famous,Friend,"Arts, culture, sports"
USA,MN,2022,"10        ",Male,15,Right-Handed,180,26,178,2,Bus,50,.365,50,Golf,150,123,118,128,861,925,27,"Left foot",130,120,"Index finger",March,Summer,No,No,Desserts,Water,"Computers and technology",7.5,10,3,"Yes - broadband connection","Internet chat or instant messaging",10,50,5,1,7,6,10,15,0,2,15,2,0,3,"A lot","Graduate degree",Country,"Freeze time",Rich,"Business person",Health
USA,MN,2014,"11        ",Male,16,Right-Handed,187,30,195,1,Car,10,.36,47,"Football (American)",200,250,200,100,250,700,30,"Same length",8.2,8.5,"Ring finger",January,Summer,No,No,Meat,Water,"Physical education",6.5,8,5,"Yes - broadband connection","Text messaging",40,40,35,1,20,5,15,4,7,25,20,10,0,3,"A lot","Graduate degree",Country,Telepathy,Happy,"Sports person","Arts, culture, sports"
USA,MN,2018,"9         ",,14,Right-Handed,157,24,157,1,Walk,7,.402,47,Basketball,50,100,100,100,0,100,5,"Same length",90,80,"Index finger",May,Spring,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,5,8,"Yes - other","Text messaging",75,85,2,8,10,7,6,0,10,10,10,8,0,10,Some,"High school","Rap/Hip hop",Telepathy,Famous,Relative,"Wildlife, animals"
USA,MN,2019,"12        ",Male,18,Right-Handed,169,25,170,2,Walk,1,0.375,40,Tennis,800,800,750,700,1000,1000,24.8,"Right foot",740,760,"Ring finger",September,Summer,No,No,Poultry,Water,"Mathematics and statistics",6.5,9,4,"Yes - broadband connection","Text messaging",10+,10+,4,4,35,,10,3,10,8,50,0,0,2,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","International aid"
USA,MN,2020,"9         ",Male,15,Right-Handed,178cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Female,15,Right-Handed,64,22,145,2,Bus,20,.372,33,"Football (American)",500,300,600,800,50,300,21,"Right foot",75,63,"Index finger",February,Fall,No,No,Pizza/Pasta,Water,"Physical education",6,10,7,"Yes - broadband connection","Text messaging",2,1,8,1,.5,4,2,1,9,23,5,3,2,1,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,"Wildlife, animals"
USA,MN,2022,"10        ",Male,15,Right-Handed,175,27,165,1,Car,20,0.352,57,Soccer,770,658,455,717,882,770,28,"Left foot",109,107,"Index finger",February,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,4,"Yes - dial-up connection","Text messaging",5,7,2,1,15,5,6,2,6,2,15,2,0,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,MN,2014,"8         ",Male,13,Left-Handed,12.5,49,122,3,Bus,0,0.496,50,"Hockey (Field)",471,866,1000,578,310,310,49,"Same length",95,80,"Ring finger",September,Winter,No,No,"No favorite",Water,"Mathematics and statistics",8,12,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,30,1,0,2,1,1,24,0,1,0,0,0,1,"Very little","Graduate degree",Techno/Electronic,Telepathy,Healthy,Friend,"International aid"
USA,MN,2022,"10        ",Male,17,Right-Handed,175.2,25,63,2,Car,17,0.34,33,Lacrosse,1000,631,422,663,219,439,25,"Same length",10,11,"Ring finger",May,Summer,Yes,No,Fruit,Water,"Mathematics and statistics",8,9,4,"Yes - other","Cell phone",15,30,8,1,6,3,9,5,5,4,4,1,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
USA,MN,2016,"11        ",Male,15,Right-Handed,165.1,24.13,164.3,3,Bus,15,0.435,41,Gymnastics,1000,1000,1000,1000,428,706,24.27,"Left foot",6.35,6.27,"Index finger",January,Winter,Yes,No,Meat,Water,Science,7,12,4,"Yes - broadband connection","Text messaging",3,25,0,0,28,24,18,2,15,15,21,12,0,0,"A lot",Other,Pop,Fly,Happy,"Sports person",Environment
USA,MN,2023,"10        ",Male,15,Right-Handed,167,26,165,1,Bus,15,0.424,34,"Hockey (Ice)",500,450,450,450,450,450,26,"Same length",80,80,"Index finger",April,Spring,No,No,Meat,Water,Art,7,8,3,"Yes - other","Internet chat or instant messaging",5,5,2,0,9,3,5,6,2,1,5,4,6,4,"A lot","Some college",Techno/Electronic,Invisibility,Happy,Other,Health
USA,MN,2021,"5         ",Female,11,Ambidextrous,144,24,58,5,Other,2,0.128,36,Other,285,573,120,0,1000,1000,24,"Same length",103,71,"Index finger",April,Spring,No,No,"No favorite",Water,History,4,2,4,"Yes - broadband connection","Text messaging",784,"2,798",0,1,0,0,0,7,1,3,8,3,0,0,None,"Less than high school",Other,Telepathy,Happy,Other,Health
USA,MN,2013,"12        ",Male,17,Right-Handed,179,28,188,1,Bus,15,.329,48,Basketball,,,,,,,28,"Same length",84,86,"Ring finger",March,Summer,Yes,No,Other,Juice,Science,7,,3,"Yes - broadband connection","Cell phone",,,,,,,,,,,,,,,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Health
USA,MN,2016,"12        ",Female,17,Right-Handed,164,21,162,3,Car,15,.628,71,Athletics,500,500,700,500,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2020,"9         ",Male,15,Right-Handed,"1,56","24,1","1,60",2,Walk,5,3,2,Soccer,100,100,100,100,50,50,"24,1","Same length",6,"5,8","Index finger",April,Spring,No,No,Other,Water,English,7,10,4,"Yes - broadband connection","Text messaging",7,15,0,0,10,0,3,10,10,0,10,7,0,7,Some,"Some college",Other,Invisibility,Healthy,Other,"Wildlife, animals"
USA,MN,2021,"9         ",Male,14,Right-Handed,150.3,29,150.3,1,Car,5min,0.387,72,Golf,,,,,,,30,"Left foot",3inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"12        ",Male,16,Right-Handed,170,23,180,2,Car,7,.356,40,"Hockey (Ice)",500,500,600,650,700,800,23,"Same length",80,87,"Ring finger",March,Winter,No,No,Meat,Milk,"Mathematics and statistics",5,12,4,"Yes - other","Internet chat or instant messaging",15,30,10,1,1,3,6,20,2,2,25,5,0,4,None,"Graduate degree","Rock and roll",Telepathy,Rich,"Business person",Health
USA,MN,2014,"11        ",Female,16,Right-Handed,160,24.5,150,2,Car,10,.408,29,Walking/Hiking,1000,750,300,950,50,100,24,"Right foot",,64,"Same length",July,Fall,Yes,No,Fruit,"Soft drink (non-caffeinated)",Other,5,8,5,"Yes - other","In person",4,7,10,0,20,,,,,,,,,,,,,,,,
USA,MN,2023,"12        ",Male,18,Right-Handed,190,26,188,1,Car,60,.284,63,Other,900,100,800,700,12,50,26,"Same length",105,104,"Ring finger",April,Fall,No,No,Pizza/Pasta,Water,"Physical education",8.5,9.5,4,"Yes - broadband connection","In person",35,40,50,1.5,7,12,18,0,0,2,7,0,47,2,None,"Some college","Rock and roll","Freeze time",Happy,"Religious figure",Health
USA,MN,2016,"11        ",Female,16,Right-Handed,60,25,60,2,Bus,30,.371,37,Running/Jogging,950,900,900,950,1000,1000,26,"Left foot",10,13,"Ring finger",July,Fall,Yes,Yes,"Rice/Noodle dishes",Water,English,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2013,"12        ",Male,18,Right-Handed,156,24,141,2,Car,5,0.406,58,"Football (American)",455,321,283,668,150,727,24,"Same length",90,75,"Index finger",November,Winter,No,No,"Rice/Noodle dishes",Water,History,9,8,8,"No internet connection","Text messaging",20,17,18,1,0,5,15,0,10,5,5,1,0,5,None,"Some college",Gospel,Telepathy,Healthy,"Religious figure",Religious
USA,MN,2016,"11        ",Female,16,Right-Handed,154.4,52.29,166,1,Car,25,0.349,48,Golf,0,481,348,519,636,620,52.29,"Same length",120,100,"Index finger",April,Fall,No,No,Seafood,Water,"Mathematics and statistics",,,5,"Yes - broadband connection","In person",20,15,5,1,15,3,5,0,3,1,3,5,0,2,"A lot","Undergraduate degree",Country,Fly,Happy,Relative,Health
USA,MN,2015,"12        ",Male,15,Right-Handed,176,13,182,1,Bus,30,4.21,38,Baseball/Softball,50,500,1000,500,1000,1000,12,"Right foot",8.8,10.6,"Ring finger",April,Winter,No,No,Meat,Water,"Physical education",8,10,3,"Yes - dial-up connection","Cell phone",,,,,,,,,,,,,,,Some,"Graduate degree",Country,Telepathy,Happy,"Sports person",
USA,MN,2016,"11        ",Male,16,Left-Handed,180,24,177,2,Car,25,.37,43,Other,200,700,500,775,100,850,25,"Left foot",95,100,"Ring finger",August,Summer,Yes,No,Seafood,Water,History,7.5,8.5,4,"Yes - broadband connection","Text messaging",75,100,5,1,20,4,26,1,7,7,10,10,0,4,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person","International aid"
USA,MN,2021,"9         ",Female,15,Right-Handed,180,240,181,1,Car,8,.419,76,Athletics,412,439,626,406,556,925,240,"Same length",700,700,"Same length",September,Summer,No,No,Desserts,Juice,"Physical education",7,10,4,"Yes - other","Cell phone",3,3,40,12,4,10,20,0,3,2,2,2,0,7,"A lot","Some college",Country,Fly,Happy,Relative,Other
USA,MN,2014,"7         ",Female,13,Right-Handed,146,25,140,2,Car,"20 ",1.084,49,Other,743,743,27,91,460,1000,25,"Same length",85,100,"Ring finger",March,Fall,No,No,Pizza/Pasta,Water,Music,7,4,4,"Yes - other","Internet chat or instant messaging",300,300,0,,,,,,,,,,,,,,,,,,
USA,MN,2016,"12        ",Female,18,Right-Handed,150,21,145.5,2,Car,10,0.40,38,Dancing,200,300,400,500,100,600,22,"Left foot",70,70,"Same length",November,Summer,No,No,Poultry,Water,Music,5,8,7,"Yes - broadband connection","Internet chat or instant messaging",4,7,0,0,4,2,0,0,4,3,8,0,14,6,"A lot","Undergraduate degree",Pop,Invisibility,Rich,Relative,"International aid"
USA,MN,2018,"9         ",Female,14,Right-Handed,167,38,158,1,Car,5,0.374,43,Swimming,800,500,1000,700,1000,1000,38,"Same length",90,95,"Ring finger",January,Winter,Yes,No,Desserts,Other,English,7,10,6,"Yes - broadband connection","Internet chat or instant messaging",117,132,10,40,5,2,0,100,80,10,60,20,0,4,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,"Wildlife, animals"
USA,MN,2023,"10        ",Female,15,Right-Handed,176.7,27.1,167,2,Walk,15,0.378,56,None,1000,1000,615,1000,733,1000,27,"Right foot",80,70,"Index finger",April,Fall,Yes,No,"No favorite",Water,Art,7,12,4,"Yes - broadband connection","Text messaging",7,4,25,23,12,20,0,30,15,20,50,25,0,20,"A lot","Graduate degree",Other,"Super strength",Happy,Other,"Wildlife, animals"
USA,MN,2014,"11        ",Male,16,Right-Handed,170,24.5,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"12        ",Male,17,Left-Handed,172,26,174,2,Walk,3,0.437,36,Soccer,800,800,900,900,1000,1000,27,"Left foot",89,92,"Ring finger",September,Fall,No,No,"Rice/Noodle dishes",Water,Science,7,9,3,"Yes - broadband connection","Internet chat or instant messaging",1000,1100,5,10,7,20,5,50,50,50,100,0,0,5,"A lot","Undergraduate degree",Pop,Telepathy,Rich,Relative,Environment
USA,MN,2015,"12        ",Male,16,Right-Handed,188,33,178,2,Car,15,.300,39,Baseball/Softball,129,126,333,486,917,999,33,"Same length",73,73,"Same length",October,Fall,No,No,Meat,"Sports drink","Physical education",8,12,4,"Yes - broadband connection","Text messaging",750,750,24,1,0,25,20,4,32,20,3,5,0,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Wildlife, animals"
USA,MN,2023,"7         ",Male,13,Right-Handed,71,25,168,2,Walk,.5,.511,44,Athletics,176,332,32,21,1000,1000,24.5,"Right foot",95,100,"Ring finger",,Winter,Yes,No,Desserts,Water,Other,8,12,5,"Yes - broadband connection","Text messaging",6,176,50,3,0,7,34,4,3,3,4,8,.5,.5,"Very little","Graduate degree","Heavy metal","Freeze time",Happy,"Sports person","Wildlife, animals"
USA,MN,2016,"9         ",Male,16,Right-Handed,163.8,25.4,86,2,Car,13,0.387,33,Lacrosse,1000,780,800,950,50,100,24.1,"Right foot",70,74,"Ring finger",April,Spring,No,No,Meat,Water,Science,7,8,4,"Yes - broadband connection","Text messaging",10,27,48,.5,10,5,24,6,2,1,4,1,16,4,Some,"Graduate degree",Techno/Electronic,Telepathy,Happy,"Community leader or elder","Education/Youth development"
USA,MN,2018,"12        ",Female,17,Right-Handed,152.4,,,1,Car,5,0.64,,Dancing,1000,1000,1000,1000,0,500,,"Same length",,,"Index finger",July,Fall,Yes,No,Fruit,Water,"Social studies",7,5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",7,9,15,2,6,3,5,0,5,3,7,5,9,4,"A lot","Some college","Rap/Hip hop",Telepathy,Healthy,"Religious figure",Health
USA,MN,2020,"9         ",Male,15,Ambidextrous,5'3,91.45,162.6,4,Car,"10 mn",0.35,47,Soccer,100,100,100,100,80,90,91.5,"Left foot",88.9,76.2,"Index finger",October,Summer,Yes,No,Fruit,Coffee,History,9,7,9,"Yes - other","Internet chat or instant messaging",20,20,1,1,3,2,2,1,1,1,1,1,0,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Politician,"International aid"
USA,MN,2021,"9         ",Female,14,,172,22,152,1,Bus,45,0.476,54,Other,,,,,,,22,"Same length",8,7,"Index finger",October,Summer,Yes,No,"Rice/Noodle dishes",Water,English,,9,5,"Yes - dial-up connection","In person",5,10,25,3,5,2,4,0,4,3,3,6,3,3,"A lot","Graduate degree",Country,Fly,,Friend,"International aid"
USA,MN,2020,"9         ",Female,15,Right-Handed,"5,5","10 cm","54 cm",3,Car,10,0.471,45,Basketball,1000,900,1000,900,0,1000,10cm,"Same length",40mm,30mm,"Index finger",January,Winter,No,No,"Rice/Noodle dishes",Water,Art,9hrs,11hrs,13,"Yes - broadband connection","Text messaging",15,30,0,0,1,6,2,1,9,2,9,8,0,7,None,"Graduate degree",Other,"Freeze time",Healthy,"Doctor or nurse",Health
USA,MN,2014,"7         ",Female,13,,148,2,170,2,Bus,24,3.212,84,Basketball,909,743,711,439,198,754,22,"Same length",101,104,"Ring finger",July,Spring,No,No,"Rice/Noodle dishes",Juice,English,11,10,5,"Yes - dial-up connection","In person",0,0,1,1,3,3,3,2,2,1,1,2,1,1,"Very little","High school",Classical,Fly,Rich,Actor,"Education/Youth development"
USA,MN,2013,"12        ",Female,18,Right-Handed,164,25,171,2,Walk,10,25.09,39,Gymnastics,3,5,1,6,4,2,25,"Same length",73,80,"Ring finger",November,Spring,No,No,Breads/Sandwiches,Water,English,6,8,4,"Yes - broadband connection","Text messaging",50,50,6,3,2,3,0,0,7,7,5,5,3,5,Some,"Undergraduate degree","Rap/Hip hop",,Healthy,Friend,Environment
USA,MN,2018,"9         ",Male,14,Right-Handed,167.6,9.5,,2,Car,10,10,10,Basketball,0,100,400,400,500,1000,9.5,"Same length",11,11,"Same length",April,Summer,No,No,Desserts,"Energy drink","Mathematics and statistics",1,1,0,"Yes - broadband connection","Cell phone",0,0,1,1,1,1,1,1,1,1,1,1,1,1,None,"Undergraduate degree","Rap/Hip hop","Super strength",Rich,Relative,Health
